"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"43466-16081","PF","Khem","Khem Birch","Birch","13.343243573163006","37","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-84688","SF","Keita","Keita Bates-Diop","Bates-Diop","13.984211168791118","38","3500","SA@DEN","DEN","SA","","","","",""
"43466-81623","PG","Kobi","Kobi Simmons","Simmons","0","1","3500","CHA@DET","CHA","DET","","","","",""
"43466-84696","PG","Jevon","Jevon Carter","Carter","10.668420892012747","38","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-84698","SF","Dzanan","Dzanan Musa","Musa","8.362857491629464","35","3500","BKN@IND","BKN","IND","","","","",""
"43466-23772","PG","Yogi","Yogi Ferrell","Ferrell","8.55749969482422","40","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-84701","C","Chimezie","Chimezie Metu","Metu","5.673333231608073","15","3500","SA@DEN","SA","DEN","","","","",""
"43466-15582","PG","Quinn","Quinn Cook","Cook","8.548485033439867","33","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-84702","SG","Lonnie","Lonnie Walker","Walker","10.363636363636363","44","3500","SA@DEN","SA","DEN","","","","",""
"43466-84705","PF","Omari","Omari Spellman","Spellman","16.740816077407526","49","3500","MIN@TOR","MIN","TOR","O","Coach's decision","","",""
"43466-110307","PF","Dewan","Dewan Hernandez","Hernandez","3.5999999046325684","4","3500","MIN@TOR","TOR","MIN","O","Ankle","","",""
"43466-23780","SF","Jake","Jake Layman","Layman","18.621429443359375","14","3500","MIN@TOR","MIN","TOR","O","Toe","","",""
"43466-110309","SF","KZ","KZ Okpala","Okpala","4.5","5","3500","MIA@GS","MIA","GS","","","","",""
"43466-110308","SF","Jarrell","Jarrell Brantley","Brantley","4.166666666666667","3","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-110311","PG","Jordan","Jordan Bone","Bone","2.2444445292154946","9","3500","CHA@DET","DET","CHA","","","","",""
"43466-110313","C","Bol","Bol Bol","Bol","0","0","3500","SA@DEN","DEN","SA","O","Foot","","",""
"43466-119531","PG","Jeremy","Jeremy Pargo","Pargo","16.399999618530273","1","3500","MIA@GS","GS","MIA","","","","",""
"43466-110317","PG","Jaylen","Jaylen Nowell","Nowell","7.4777781168619795","9","3500","MIN@TOR","MIN","TOR","","","","",""
"43466-110829","SG","Brian","Brian Bowen","Bowen","2.066666603088379","3","3500","BKN@IND","IND","BKN","","","","",""
"43466-84719","PG","Aaron","Aaron Holiday","Holiday","19.171429069674744","49","3500","BKN@IND","IND","BKN","","","","",""
"43466-84721","SF","Jarred","Jarred Vanderbilt","Vanderbilt","2.7600000381469725","10","3500","MIN@TOR","MIN","TOR","","","","",""
"43466-84720","SF","Melvin","Melvin Frazier","Frazier","2.8785713740757535","14","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-84723","SG","Khyri","Khyri Thomas","Thomas","0.5","2","3500","CHA@DET","DET","CHA","O","Foot","","",""
"43466-84725","PF","Kostas","Kostas Antetokounmpo","Antetokounmpo","0.9000000158945719","3","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-110324","SG","Miye","Miye Oni","Oni","0.06666666766007741","3","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-110327","PG","Justin","Justin Wright-Foreman","Wright-Foreman","0","0","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-84726","PF","Ray","Ray Spalding","Spalding","11.507143293108259","14","3500","CHA@DET","CHA","DET","","","","",""
"43466-110329","PF","Bruno","Bruno Fernando","Fernando","10.531818043101918","44","3500","ATL@ORL","ATL","ORL","","","","",""
"43466-97018","PG","Chris","Chris Chiozza","Chiozza","9.900000435965401","14","3500","BKN@IND","BKN","IND","","","","",""
"43466-110334","SG","Justin","Justin James","James","5.783333333333333","30","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-110337","SG","Talen","Talen Horton-Tucker","Horton-Tucker","3","2","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-110347","SF","Keldon","Keldon Johnson","Johnson","1.899999976158142","4","3500","SA@DEN","SA","DEN","","","","",""
"43466-110348","SG","Quinndary","Quinndary Weatherspoon","Weatherspoon","0","1","3500","SA@DEN","SA","DEN","","","","",""
"43466-111372","SF","Thanasis","Thanasis Antetokounmpo","Antetokounmpo","3.426666768391927","15","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-110350","PF","Jalen","Jalen McDaniels","McDaniels","5.200000127156575","3","3500","CHA@DET","CHA","DET","","","","",""
"43466-15636","SG","Kentavious","Kentavious Caldwell-Pope","Caldwell-Pope","16.511764227175245","51","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-58134","SF","Justin","Justin Jackson","Jackson","10.41249974568685","48","3500","UTA@DAL","DAL","UTA","","","","",""
"43466-110359","C","Goga","Goga Bitadze","Bitadze","7.8547617594401045","42","3500","BKN@IND","IND","BKN","","","","",""
"43466-110358","SG","Kyle","Kyle Guy","Guy","1","2","3500","SAC@MIL","SAC","MIL","","","","",""
"43466-110365","PF","Alen","Alen Smailagic","Smailagic","10.509999847412109","10","3500","MIA@GS","GS","MIA","","","","",""
"43466-58658","SG","Patrick","Patrick McCaw","McCaw","13.575862489897629","29","3500","MIN@TOR","TOR","MIN","","","","",""
"43466-48940","SF","Wes","Wes Iwundu","Iwundu","11.764102251101763","39","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-9524","PG","Stephen","Stephen Curry","Curry","37.5","4","3500","MIA@GS","GS","MIA","O","Hand","","",""
"43466-16183","SF","JaKarr","JaKarr Sampson","Sampson","9.422222561306423","18","3500","BKN@IND","IND","BKN","","","","",""
"43466-16196","C","Dwight","Dwight Powell","Powell","21.722500610351563","40","3500","UTA@DAL","DAL","UTA","O","Achilles","","",""
"43466-20805","SG","Troy","Troy Daniels","Daniels","6.87894720780222","38","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-20806","SG","Treveon","Treveon Graham","Graham","10.038636641068893","44","3500","ATL@ORL","ATL","ORL","","","","",""
"43466-40262","SG","Sterling","Sterling Brown","Brown","12.031428745814733","35","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-17230","SG","Langston","Langston Galloway","Galloway","17.087272505326705","55","3500","CHA@DET","DET","CHA","","","","",""
"43466-18256","SF","Doug","Doug McDermott","McDermott","15.230188909566627","53","3500","BKN@IND","IND","BKN","","","","",""
"43466-63826","C","Boban","Boban Marjanovic","Marjanovic","11.718518292462385","27","3500","UTA@DAL","DAL","UTA","","","","",""
"43466-9560","PF","Blake","Blake Griffin","Griffin","26.127777099609375","18","3500","CHA@DET","DET","CHA","O","Knee","","",""
"43466-9577","SF","Rudy","Rudy Gay","Gay","19.889795420121175","49","3500","SA@DEN","SA","DEN","","","","",""
"43466-9589","PF","Udonis","Udonis Haslem","Haslem","4.300000190734863","2","3500","MIA@GS","MIA","GS","","","","",""
"43466-18811","PF","Malcolm","Malcolm Miller","Miller","2.899999965320934","22","3500","MIN@TOR","TOR","MIN","","","","",""
"43466-9598","PF","Ersan","Ersan Ilyasova","Ilyasova","16.139583587646484","48","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-9615","SG","Courtney","Courtney Lee","Lee","6.6999998826247","13","3500","UTA@DAL","DAL","UTA","","","","",""
"43466-101266","SG","Cameron","Cameron Reynolds","Reynolds","8.984210365696958","19","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-115612","SF","Kelan","Kelan Martin","Martin","11.745454268022018","22","3500","MIN@TOR","MIN","TOR","","","","",""
"43466-58270","PG","Edmond","Edmond Sumner","Sumner","10.240000152587891","20","3500","BKN@IND","IND","BKN","","","","",""
"43466-80811","SF","Jonathan","Jonathan Isaac","Isaac","32.91875076293945","32","3500","ATL@ORL","ORL","ATL","O","Knee","","",""
"43466-23981","PG","Alex","Alex Caruso","Caruso","13.439582824707031","48","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-80818","PF","T.J.","T.J. Leaf","Leaf","7.818181818181818","22","3500","BKN@IND","IND","BKN","","","","",""
"43466-80823","C","Tony","Tony Bradley","Bradley","11.087179330679087","39","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-58295","PF","D.J.","D.J. Wilson","Wilson","6.63076899601863","26","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-48583","SG","Antonius","Antonius Cleveland","Cleveland","2.2666667302449546","6","3500","UTA@DAL","DAL","UTA","","","","",""
"43466-9677","SF","Jared","Jared Dudley","Dudley","4.76000017438616","35","3500","PHO@LAL","LAL","PHO","","","","",""
"43466-101327","SF","BJ","BJ Johnson","Johnson","3.2750000953674316","8","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-101331","PF","Gary","Gary Clark","Clark","9.067856924874443","28","3500","ATL@ORL","ORL","ATL","","","","",""
"43466-116178","PG","Rayjon","Rayjon Tucker","Tucker","2.933333396911621","12","3500","UTA@DAL","UTA","DAL","","","","",""
"43466-49114","PG","Frank","Frank Mason","Mason","4.224999904632568","4","3500","SAC@MIL","MIL","SAC","","","","",""
"43466-9703","PG","George","George Hill","Hill","19.3545448996804","44","3500","SAC@MIL","MIL","SAC","O","Hamstring","","",""
"43466-116202","PG","Jalen","Jalen Lecque","Lecque","2.8333333333333335","3","3500","PHO@LAL","PHO","LAL","","","","",""
"43466-58350","SF","Stanley","Stanley Johnson","Johnson","3.4470587337718293","17","3500","MIN@TOR","TOR","MIN","","","","",""
"43466-97263","C","Drew","Drew Eubanks","Eubanks","5.550000190734863","8","3500","SA@DEN","SA","DEN","","","","",""
"43466-9715","SG","Marco","Marco Belinelli","Belinelli","9.877777777777778","45","3500","SA@DEN","SA","DEN","","","","",""
